period,run,month,starting_closed_balance,net_usd,return_on_month_start_balance_pct,ending_closed_balance,trades,win_rate,net_pf,commission,swap,fee,momentum_net_usd,trend_change_net_usd,breakout_net_usd
5y,Breakout,2023.08,8919.29,-273.73,-3.0689662517980687,8645.56,17,17.647058823529413,0.3814290879508271,-4.54,-18.19,0.0,0,0,-273.73
5y,Breakout,2023.09,8645.56,236.17,2.7316911802127333,8881.73,16,50.0,2.0174917065184608,-4.78,-5.34,0.0,0,0,236.17
5y,Breakout,2023.10,8881.73,316.25,3.5606801828022236,9197.98,16,56.25,2.429830906953612,-3.12,-16.55,0.0,0,0,316.25
5y,Breakout,2023.11,9197.98,108.58,1.180476582901898,9306.56,20,40.0,1.2786603361991533,-4.7,-17.65,0.0,0,0,108.58
5y,Breakout,2023.12,9306.56,-6.94,-0.07457105525564763,9299.62,15,33.333333333333336,0.9803516321734945,-3.11,-19.25,0.0,0,0,-6.94
5y,Breakout,2024.01,9299.62,-248.06,-2.667420819345306,9051.56,19,21.05263157894737,0.496447566075271,-4.24,-6.95,0.0,0,0,-248.06
5y,Breakout,2024.02,9051.56,-51.29,-0.5666426560725443,9000.27,12,33.333333333333336,0.8120350349983508,-3.04,-23.0,0.0,0,0,-51.29
5y,Breakout,2024.03,9000.27,118.05,1.3116273178471312,9118.32,17,41.1764705882353,1.359076529991483,-3.63,-16.57,0.0,0,0,118.05
5y,Breakout,2024.04,9118.32,-9.23,-0.10122478702217075,9109.09,12,33.333333333333336,0.9671658781260004,-1.39,-7.49,0.0,0,0,-9.23
5y,Breakout,2024.05,9109.09,65.17,0.7154391931576041,9174.26,19,36.8421052631579,1.1669612891655778,-2.92,-5.87,0.0,0,0,65.17
5y,Breakout,2024.06,9174.26,-80.35,-0.8758199571409573,9093.91,14,28.571428571428573,0.7706906392694065,-2.18,-11.22,0.0,0,0,-80.35
5y,Breakout,2024.07,9093.91,-95.0,-1.0446551593319044,8998.91,17,29.41176470588235,0.775360605344053,-2.98,-17.09,0.0,0,0,-95.0
5y,Breakout,2024.08,8998.91,-133.03,-1.4782901484735373,8865.88,16,25.0,0.6665329757100242,-2.41,-11.21,0.0,0,0,-133.03
5y,Breakout,2024.09,8865.88,68.31,0.7704818923784216,8934.19,15,40.0,1.2255125284738044,-2.28,-12.83,0.0,0,0,68.31
5y,Breakout,2024.10,8934.19,-243.75,-2.728283145981897,8690.44,15,20.0,0.39707628376372817,-2.18,-12.3,0.0,0,0,-243.75
5y,Breakout,2024.11,8690.44,311.48,3.584168350509296,9001.92,17,52.94117647058823,2.086659224113871,-2.18,-9.08,0.0,0,0,311.48
5y,Breakout,2024.12,9001.92,161.3,1.7918399630301096,9163.22,13,46.15384615384615,1.6804184594617397,-1.96,-13.88,0.0,0,0,161.3
5y,Breakout,2025.01,9163.22,141.97,1.5493461905312766,9305.19,19,42.10526315789474,1.3710663878724518,-3.37,-25.1,0.0,0,0,141.97
5y,Breakout,2025.02,9305.19,-239.14,-2.569963643944939,9066.05,15,20.0,0.44208291533490424,-1.77,-8.55,0.0,0,0,-239.14
5y,Breakout,2025.03,9066.05,54.2,0.5978347792037327,9120.25,15,40.0,1.1692322103225405,-2.01,-13.37,0.0,0,0,54.2
5y,Breakout,2025.04,9120.25,115.81,1.2698116827937833,9236.06,17,41.1764705882353,1.274646050228852,-1.27,-5.34,0.0,0,0,115.81
5y,Breakout,2025.05,9236.06,-23.51,-0.25454576951643887,9212.55,19,31.57894736842105,0.9548379660756477,-1.79,-1.07,0.0,0,0,-23.51
5y,Breakout,2025.06,9212.55,-56.23,-0.6103630373783591,9156.32,13,30.76923076923077,0.8714008004574042,-1.43,-4.28,0.0,0,0,-56.23
5y,Breakout,2025.07,9156.32,77.84,0.8501231935974279,9234.16,15,40.0,1.2300236406619387,-1.89,-9.62,0.0,0,0,77.84
5y,Breakout,2025.08,9234.16,-70.27,-0.7609788004539667,9163.89,14,28.571428571428573,0.7887506012506013,-1.9,-14.44,0.0,0,0,-70.27
5y,Breakout,2025.09,9163.89,147.05,1.6046678866725819,9310.94,17,41.1764705882353,1.391142439154143,-1.94,-6.42,0.0,0,0,147.05
5y,Breakout,2025.10,9310.94,294.57,3.163697757691491,9605.51,15,46.666666666666664,1.73307119926337,-1.2,-2.13,0.0,0,0,294.57
5y,Breakout,2025.11,9605.51,-138.95,-1.4465655649726046,9466.56,14,28.571428571428573,0.6485481586402266,-0.94,-5.32,0.0,0,0,-138.95
5y,Breakout,2025.12,9466.56,-85.29,-0.9009608558969683,9381.27,16,31.25,0.8280443548387098,-1.31,-1.06,0.0,0,0,-85.29
5y,Breakout,2026.01,9381.27,-9.42,-0.10041284389000642,9371.85,12,41.666666666666664,0.9805420143766008,-0.77,-2.12,0.0,0,0,-9.42
5y,Breakout,2026.02,9371.85,-277.56,-2.961635109396759,9094.29,10,20.0,0.6159455383210416,-0.6,-4.79,0.0,0,0,-277.56
5y,Breakout,2026.03,9094.29,385.67,4.240792849139408,9479.96,13,46.15384615384615,1.752850003904115,-0.78,-3.19,0.0,0,0,385.67
5y,Breakout,2026.04,9479.96,-30.62,-0.3229971434478628,9449.34,13,30.76923076923077,0.9343397521121929,-0.83,-2.12,0.0,0,0,-30.62
5y,Breakout,2026.05,9449.34,-104.15,-1.1021933807017217,9345.19,17,29.41176470588235,0.7867089903747697,-1.02,-3.18,0.0,0,0,-104.15
5y,Breakout,2026.06,9345.19,371.79,3.978410283793055,9716.98,19,47.36842105263158,1.8869882622387635,-1.14,-2.12,0.0,0,0,371.79
5y,Breakout,2026.07,9716.98,-142.57,-1.4672254136573304,9574.41,15,26.666666666666668,0.7250443570161228,-1.3,-8.54,0.0,0,0,-142.57
5y,Breakout,2026.08,9574.41,162.3,1.695143617204612,9736.71,15,40.0,1.453744862870083,-1.0,-4.79,0.0,0,0,162.3
5y,Breakout,2026.09,9736.71,42.95,0.44111409295336945,9779.66,5,40.0,1.3622943905525093,-0.3,-2.13,0.0,0,0,42.95
6m,All three together,2026.03,10000,-327.37,-3.2737,9672.63,22,27.272727272727273,0.7198326030398466,-1.32,-7.98,0.0,-160.14,-350.94,183.71
6m,All three together,2026.04,9672.63,-206.8,-2.137991425289709,9465.83,29,24.137931034482758,0.8189332119216897,-1.84,-21.24,0.0,-117.19,-58.99,-30.62
6m,All three together,2026.05,9465.83,-473.24,-4.999455937831125,8992.59,31,22.580645161290324,0.5312645476966353,-1.86,-11.67,0.0,-130.83,-238.26,-104.15
6m,All three together,2026.06,8992.59,495.49,5.509980995464043,9488.08,35,45.714285714285715,1.5829979997646784,-2.2,-4.77,0.0,86.65,37.05,371.79
6m,All three together,2026.07,9488.08,-206.21,-2.1733585720187856,9281.87,32,28.125,0.7806393276953354,-2.42,-12.8,0.0,-88.95,52.32,-169.58
6m,All three together,2026.08,9281.87,353.93,3.8131324830018087,9635.8,29,41.37931034482759,1.5480149882323795,-1.89,-9.58,0.0,-90.5,282.13,162.3
6m,All three together,2026.09,9635.8,91.36,0.9481309284127939,9727.16,7,42.857142857142854,1.5771320277953251,-0.42,-3.73,0.0,0,48.41,42.95
